ComplexID	ComplexName	subunits(UniProt IDs)	subunits(Gene name)
7627	H2A.Z histone-exchange complex p400/TIP60	O43257;O95619;O96019;P0C0S5;P12956;P13010;P62805;P62807;P68431;P78527;Q15014;Q15906;Q52LR7;Q6ZRS2;Q92993;Q96L91;Q96P70;Q9BTT0;Q9H0E9;Q9H2F5;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5	ZNHIT1;YEATS4;ACTL6A;H2AZ1;XRCC6;XRCC5;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H2BC4; H2BC6; H2BC7; H2BC8; H2BC10;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;PRKDC;MORF4L2;VPS72;EPC2;SRCAP;KAT5;EP400;IPO9;ANP32E;BRD8;EPC1;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
7631	INSIG1-RNF139 complex	O15503;Q8WU17	INSIG1;RNF139
7637	HTR3A-HTR3B complex	O95264;P46098	HTR3B;HTR3A
7638	HTR3A-HTR3C complex	P46098;Q8WXA8	HTR3A;HTR3C
7639	HTR3A-HTR3D complex	P46098;Q70Z44	HTR3A;HTR3D
7640	HTR3A-HTR3E complex	A5X5Y0;P46098	HTR3E;HTR3A
7645	ADGRA2-DOCK1-ELMO2-GNB1-GNG2 complex	P59768;P62873;Q14185;Q96JJ3;Q96PE1	GNG2;GNB1;DOCK1;ELMO2;ADGRA2
7650	CAMK4-HSPA1L-HSPA8-IQCG complex	P11142;P34931;Q16566;Q9H095	HSPA8;HSPA1L;CAMK4;IQCG
7651	IRAK1-IRAK4-MYD88-PELI1-TRAF6 complex	P51617;Q96FA3;Q99836;Q9NWZ3;Q9Y4K3	IRAK1;PELI1;MYD88;IRAK4;TRAF6
7652	IRAK2-IRAK4-MYD88 complex	O43187;Q99836;Q9NWZ3	IRAK2;MYD88;IRAK4
7655	CAPN7-CHMP1B-IST1 complex	P53990;Q7LBR1;Q9Y6W3	IST1;CHMP1B;CAPN7
7656	ISY1-PRPF19-XAB2 complex	Q9HCS7;Q9ULR0;Q9UMS4	XAB2;ISY1;PRPF19
7657	AQR-ISY1-PPIE-PRPF19-XAB2-ZNF830 complex	O60306;Q96NB3;Q9HCS7;Q9ULR0;Q9UMS4;Q9UNP9	AQR;ZNF830;XAB2;ISY1;PRPF19;PPIE
7658	ITCH-MAVS-PCBP2 complex	Q15366;Q7Z434;Q96J02	PCBP2;MAVS;ITCH
7659	ITCH-MAP3K7-NDFIP1 complex	O43318;Q96J02;Q9BT67	MAP3K7;ITCH;NDFIP1
7661	CD17-ITGAM-ITGB2 complex	P05107;P11215;Q8N6Q3	ITGB2;ITGAM;CD177
7662	IZUMO1-IZUMO1R complex	A6ND01;Q8IYV9	IZUMO1R;IZUMO1
7663	HYPK-NAA10-NAA15 complex	P41227;Q9BXJ9;Q9NX55	NAA10;NAA15;HYPK
7664	EZR-MSN-PAG1-RDX-SLC9A3R1 complex	O14745;P15311;P26038;P35241;Q9NWQ8	SLC9A3R1;EZR;MSN;RDX;PAG1
7665	MAU2-NIPBL complex	Q6KC79;Q9Y6X3	NIPBL;MAU2
7666	TANK-TBK1-TRAF2 complex	Q12933;Q92844;Q9UHD2	TRAF2;TANK;TBK1
7667	Vps34 Complex I	Q14457;Q6ZNE5;Q8NEB9;Q96F24;Q99570	BECN1;ATG14;PIK3C3;NRBF2;PIK3R4
7669	MAP3K5-TXN complex	P10599;Q99683	TXN;MAP3K5
7670	AKAP1-MAATS1-MYCBP-PRKAR2B complex	P31323;Q7Z4T9;Q92667;Q99417	PRKAR2B;CFAP91;AKAP1;MYCBP
7671	CAMSAP3-MACF1 complex	Q9P1Y5;Q9UPN3	CAMSAP3;MACF1
7672	DNA polymerase zeta	O60673;P49005;Q15054;Q9UI95	REV3L;POLD2;POLD3;MAD2L2
7673	ANKS1A-EPHA8-RINL complex	P29322;Q6ZS11;Q92625	EPHA8;RINL;ANKS1A
7676	GPR143-TYR complex	P14679;P51810	TYR;GPR143
7679	BCL10-CARD14-MALT1 complex	O95999;Q9BXL6;Q9UDY8	BCL10;CARD14;MALT1
7680	DNAJB11-SDF2 complex	Q99470;Q9UBS4	SDF2;DNAJB11
7681	DNAJB11-SDF2L1 complex	Q9HCN8;Q9UBS4	SDF2L1;DNAJB11
7685	ERN1-MAP3K5-TRAF2 complex	O75460;Q12933;Q99683	ERN1;TRAF2;MAP3K5
7686	ITCH-NDFIP1-UBE2L3 complex	P68036;Q96J02;Q9BT67	UBE2L3;ITCH;NDFIP1
7687	CYLD-ITCH complex	Q96J02;Q9NQC7	ITCH;CYLD
7692	AKT1-HSPB1-MAPK14-MAPKAPK2 complex	P04792;P31749;P49137;Q16539	HSPB1;AKT1;MAPKAPK2;MAPK14
7693	AKT1-MAPK14-MAPKAPK2 complex	P31749;P49137;Q16539	AKT1;MAPKAPK2;MAPK14
7694	MAPK14-MAPKAPK3 complex	Q16539;Q16644	MAPK14;MAPKAPK3
7696	DONSON-MCM2-MCM7-PCNA-TICRR complex	P12004;P33993;P49736;Q7Z2Z1;Q9NYP3	PCNA;MCM7;MCM2;TICRR;DONSON
7697	MCM8-MCM9 complex	Q9NXL9;Q9UJA3	MCM9;MCM8
7698	MCM8-MCM9-MRE11A-NBN-RAD50 complex	O60934;P49959;Q92878;Q9NXL9;Q9UJA3	NBN;MRE11;RAD50;MCM9;MCM8
7699	MCPH1-Condensin II complex	O95347;P42695;Q15554;Q6IBW4;Q86XI2;Q8NEM0;Q9NTJ3;Q9NYB0	SMC2;NCAPD3;TERF2;NCAPH2;NCAPG2;MCPH1;SMC4;TERF2IP
7700	MCRS1-NDE1 complex	Q96EZ8;Q9NXR1	MCRS1;NDE1
7702	MDM2-MDM4-TP53 complex	O15151;P04637;Q00987	MDM4;TP53;MDM2
7703	MDM2-TP53-WWOX complex	P04637;Q00987;Q9NZC7	TP53;MDM2;WWOX
7705	HOXD4-MEIS1-PBX1 complex	O00470;P09016;P40424	MEIS1;HOXD4;PBX1
7706	HOXD9-MEIS1-PBX1 complex	O00470;P28356;P40424	MEIS1;HOXD9;PBX1
7707	HOXD10-MEIS1-PBX1 complex	O00470;P28358;P40424	MEIS1;HOXD10;PBX1
7708	PBX1-PKNOX1 complex	P40424;P55347	PBX1;PKNOX1
7720	EYA1-PAX2-TLX1 complex	P31314;Q02962;Q99502	TLX1;PAX2;EYA1
7721	Adenosine A1 receptor - dopamine A1 receptor complex	P21728;P30542	DRD1;ADORA1
7722	GABABR1-GABABR2 complex	O75899;Q9UBS5	GABBR2;GABBR1
7724	GABA receptor GBR1-GBR2-mGluR1 receptor complex	O75899;Q13255;Q9UBS5	GABBR2;GRM1;GABBR1
7725	D2R-CB1R complex	P14416;P21554	DRD2;CNR1
7726	Adenosine A2A-dopamine D2 receptor complex	P14416;P29274	DRD2;ADORA2A
7727	MC4R-NPBWR1 complex	P32245;P48145	MC4R;NPBWR1
7728	GHSR-MC3R complex	P41968;Q92847	MC3R;GHSR
7729	A2AR-D2R-CB1R receptor complex	P14416;P21554;P29274	DRD2;CNR1;ADORA2A
7730	A2AR-CB1R complex	P21554;P29274	CNR1;ADORA2A
7731	D2R-CB1R receptor complex	P14416;P21554	DRD2;CNR1
7733	A2A-mGluR5 receptor complex	P29274;P41594	ADORA2A;GRM5
7734	GHSR-PTGER3 complex	P43115;Q92847	PTGER3;GHSR
7736	GHSR-TBXA2R complex	P21731-3;Q92847	TBXA2R;GHSR
7737	GHSR-PTGIR complex	P43119;Q92847	PTGIR;GHSR
7738	Intraflagellar transport complex A core complex	Q8NEZ3;Q96RY7;Q9HBG6	WDR19;IFT140;IFT122
7739	Intraflagellar transport complex A TULP3-IFT122-IFT140-IFT144 subcomplex	O75386;Q8NEZ3;Q96RY7;Q9HBG6	TULP3;WDR19;IFT140;IFT122
7740	Intraflagellar transport complex A peripheral subcomplex	Q7Z4L5;Q96FT9;Q9P2L0	TTC21B;IFT43;WDR35
7742	GHSR1b-NTSR1 receptor complex	P30989;Q92847-2	NTSR1;GHSR
7743	D1R-GHSR complex	P21728;Q92847	DRD1;GHSR
7744	PP1c-Gbeta1 complex	P36873;P62136;P62140;P62873	PPP1CC;PPP1CA;PPP1CB;GNB1
7745	CRF2 beta-D1R receptor complex	P21728;Q13324-2	DRD1;CRHR2
7746	CRF2 alpha-D1R receptor complex	P21728;Q13324-1	DRD1;CRHR2
7747	5-HT2A-5-HT2C receptor complex	P28223;P28335	HTR2A;HTR2C
7748	MC2R-MRAP complex	Q01718;Q8TCY5	MC2R;MRAP
7749	VIPR1-VIPR2 complex	P32241;P41587	VIPR1;VIPR2
7750	SCTR-VIPR1 complex	P32241;P47872	VIPR1;SCTR
7751	SCTR-VIPR2 complex	P41587;P47872	VIPR2;SCTR
7753	Drd2-Ghsr1a receptor complex	P14416;Q92847-1	DRD2;GHSR
7754	CB2-SQSTM1 receptor complex	P34972;Q13501	CNR2;SQSTM1
7755	YAP-cMYC complex	P01106;P46937	MYC;YAP1
7758	RAMP1-VIPR1 complex	O60894;P32241	RAMP1;VIPR1
7759	RAMP3-VIPR1 complex	O60896;P32241	RAMP3;VIPR1
7760	RAMP2-VIPR1 complex	O60895;P32241	RAMP2;VIPR1
7761	PTH1R-RAMP2 complex	O60895;Q03431	RAMP2;PTH1R
7762	PTH2R-RAMP3 complex	O60896;P49190	RAMP3;PTH2R
7763	GCGR-RAMP2 complex	O60895;P47871	RAMP2;GCGR
7764	CRHR1-RAMP2 complex	O60895;P34998	RAMP2;CRHR1
7765	RAMP1-VIPR2 complex	O60894;P41587	RAMP1;VIPR2
7766	RAMP2-VIPR2 complex	O60895;P41587	RAMP2;VIPR2
7767	RAMP3-VIPR2 complex	O60896;P41587	RAMP3;VIPR2
7768	GHSR1A-SST5 complex	P35346;Q92847-1	SSTR5;GHSR
7769	GHSR1a-Dopamine D1 receptor complex	P21728;Q92847-1	DRD1;GHSR
7770	GHSR1a-Melanocortin receptor 3 complex	P41968;Q92847-1	MC3R;GHSR
7771	GHSR1a-Serotonin 2c receptor complex	P21728;P28335	DRD1;HTR2C
7772	SEPTIN3A-SEPTIN3B-SEPTIN5 complex	Q99719;Q9UH03-1;Q9UH03-2	SEPTIN5;SEPTIN3;SEPTIN3
7773	AGTR1-MAS1 complex	P04201;P30556	MAS1;AGTR1
7779	CCND3-CRABP2-RARA  complex	P10276;P29373;P30281	RARA;CRABP2;CCND3
7780	ESR1--EP300-NCOA2 complex	P03372;Q09472;Q15596	ESR1;EP300;NCOA2
7781	PAT complex	Q96A33;Q9Y284	CCDC47;WDR83OS
7784	RNF8-ATX3-p97 complex	O76064;P54252;P55072;Q8TAT6;Q92890	RNF8;ATXN3;VCP;NPLOC4;UFD1
7786	MMS22L\u2013TONSL complex	Q6ZRQ5;Q96HA7	MMS22L;TONSL
7787	MYOD1-TEAD4-VGLL4 complex	P15172;Q14135;Q15561	MYOD1;VGLL4;TEAD4
7788	MAD2L2-RIF1-SHLD2-TP53BP1 complex	Q12888;Q5UIP0;Q86V20;Q9UI95	TP53BP1;RIF1;SHLD2;MAD2L2
7789	STX1A-STXBP1 complex	P61764;Q16623	STXBP1;STX1A
7791	ALAS1-CLPP-CLPX complex	O76031;P13196;Q16740	CLPX;ALAS1;CLPP
7792	AXL-DOCK1-ELMO2-MET complex	P08581;P30530;Q14185;Q96JJ3	MET;AXL;DOCK1;ELMO2
7793	FOXK1-PLK1-SPAG9 complex	O60271;P53350;P85037	SPAG9;PLK1;FOXK1
7794	FOXK2-PLK1-SPAG9 complex	O60271;P53350;Q01167	SPAG9;PLK1;FOXK2
7795	MC1R-MC3R complex	P41968;Q01726	MC3R;MC1R
7797	GHSR-HTR2C complex	P28335;Q92847	HTR2C;GHSR
7798	ADRB2-PTGER1 complex	P07550;P34995	ADRB2;PTGER1
7802	PTGIR-TBXA2R complex	P21731;P43119	TBXA2R;PTGIR
7803	ADORA2-GAS2L2 complex	P29274;Q8NHY3	ADORA2A;GAS2L2
7805	ARRB2-GNB1-GNG2-PTH1R complex	P32121;P59768;P62873;Q03431	ARRB2;GNG2;GNB1;PTH1R
7806	MAP2K5-PRKCD-SQSTM1 complex	Q05655;Q13163;Q13501	PRKCD;MAP2K5;SQSTM1
7807	7SK snRNP-LEC complex	P55199;Q4G0J3;Q659A1;Q7L2J0;Q8N5P1;Q9Y2F5	ELL;LARP7;ICE2;MEPCE;ZC3H8;ICE1
7808	METTL3-METTL14-WTAP complex	Q15007;Q86U44;Q9HCE5	WTAP;METTL3;METTL14
7809	m(6)A methyltransferase complex	Q15007;Q5T200;Q69YN4;Q75N03;Q86U44;Q9HCE5	WTAP;ZC3H13;VIRMA;CBLL1;METTL3;METTL14
7812	HDAC1-HDAC2-MIER1-MIER2 complex	Q13547;Q8N108;Q8N344;Q92769	HDAC1;MIER1;MIER2;HDAC2
7813	CDYL-complex	O95785;Q13127;Q13547;Q15047;Q8N108;Q92769;Q96KQ7;Q9H9B1;Q9Y232	WIZ;REST;HDAC1;SETDB1;MIER1;HDAC2;EHMT2;EHMT1;CDYL
7814	CDYL-CAF1-MCM complex	P25205;P33991;P33992;P33993;P49736;Q09028;Q13111;Q13112;Q14566;Q15047;Q15910;Q96KQ7;Q9Y232	MCM3;MCM4;MCM5;MCM7;MCM2;RBBP4;CHAF1A;CHAF1B;MCM6;SETDB1;EZH2;EHMT2;CDYL
7817	ASH2L-MRTFA complex	Q969V6;Q9UBL3	MRTFA;ASH2L
7819	MLKL-PGAM5-RIPK1-RIPK3 complex	Q13546;Q8NB16;Q96HS1;Q9Y572	RIPK1;MLKL;PGAM5;RIPK3
7820	BMI1-CBX8-MLLT3-RING1 complex	P35226;P42568;Q06587;Q9HC52	BMI1;MLLT3;RING1;CBX8
7822	MOB4-STK26 complex	Q9P289;Q9Y3A3	STK26;MOB4
7823	MOB1A-STK3-STK38 complex	Q13188;Q15208;Q9H8S9	STK3;STK38;MOB1A
7825	CCZ1-MON1A-MON1B-RMC1 complex	P86791;Q7L1V2;Q86VX9;Q96DM3	CCZ1;MON1B;MON1A;RMC1
7826	ATP9A-DOP1B-MON2 complex	O75110;Q7Z3U7;Q9Y3R5	ATP9A;MON2;DOP1B
7830	AMOT-MPP5-NF2-PATJ complex	P35240;Q4VCS5;Q8N3R9;Q8NI35	NF2;AMOT;PALS1;PATJ
7831	MRAS-PPP1CA-SHOC2 complex	O14807;P62136;Q9UQ13	MRAS;PPP1CA;SHOC2
7832	MRAS-PPP1CB-SHOC2 complex	O14807;P62140;Q9UQ13	MRAS;PPP1CB;SHOC2
7833	MRAS-SCRIB-SHOC2 complex	O14807;Q14160;Q9UQ13	MRAS;SCRIB;SHOC2
7834	MRC2-PLAU-PLAUR complex	P00749;Q03405;Q9UBG0	PLAU;PLAUR;MRC2
7835	MRNIP-MRE11-NBN-RAD50 complex	O60934;P49959;Q6NTE8;Q92878	NBN;MRE11;MRNIP;RAD50
7836	GOLGA2-PCDC10-STK26 complex	Q08379;Q9BUL8;Q9P289	GOLGA2;PDCD10;STK26
7837	MTREX-ZFC3H1 complex	O60293;P42285	ZFC3H1;MTREX
7838	MUC1-RELA complex	P15941;Q04206	MUC1;RELA
7839	MUC1-SH3KBP1 complex	P15941;Q96B97	MUC1;SH3KBP1
7840	GRB2-MUC1-SOS1 complex	P15941;P62993;Q07889	MUC1;GRB2;SOS1
7841	EME1-MUS81 complex	Q96AY2;Q96NY9	EME1;MUS81
7844	dREAM-like complex	Q08999;Q09028;Q14186;Q16254;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3	RBL2;RBBP4;TFDP1;E2F4;LIN52;LIN9;LIN54;LIN37
7845	MYBL2-LIN9-LIN37-LIN52-LIN54 complex	P10244;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3	MYBL2;LIN52;LIN9;LIN54;LIN37
7847	MYD88-TIRAP-TLR4 complex	O00206;P58753;Q99836	TLR4;TIRAP;MYD88
7851	APC/C-ANAPC16 complex	P30260;Q13042;Q96DE5;Q9H1A4;Q9UJX2;Q9UJX3;Q9UJX4;Q9UJX5;Q9UJX6	CDC27;CDC16;ANAPC16;ANAPC1;CDC23;ANAPC7;ANAPC5;ANAPC4;ANAPC2
7853	NAA10-NAA16 complex	P41227;Q6N069	NAA10;NAA16
7854	NAA10-NAA15_NAA50 complex	P41227;Q9BXJ9;Q9GZZ1	NAA10;NAA15;NAA50
7855	NAA30-NAA35-NAA38 complex	Q147X3;Q5VZE5;Q9BRA0	NAA30;NAA35;NAA38
7856	NAA20-NAA25 complex	P61599;Q14CX7	NAA20;NAA25
7857	ANO1-KCNE1 complex	P15382;Q5XXA6	KCNE1;ANO1
7858	ANO1-KCNE5 complex	Q5XXA6;Q9UJ90	ANO1;KCNE5
7859	INIP-INTS3-NABP1 complex	Q68E01;Q96AH0;Q9NRY2	INTS3;NABP1;INIP
7860	INIP-INTS3-NABP2 complex	Q68E01;Q9BQ15;Q9NRY2	INTS3;NABP2;INIP
7861	NACA-BTF3 complex	P20290;Q13765	BTF3;NACA
7862	NALCN-UNC79-UNC80 complex	Q8IZF0;Q8N2C7;Q9P2D8	NALCN;UNC80;UNC79
7863	NBAS-RINT1-ZW10 complex	A2RRP1;O43264;Q6NUQ1	NBAS;ZW10;RINT1
7864	NCBP1-NCBP3 complex	Q09161;Q53F19	NCBP1;NCBP3
7865	NCLN-NOMO1-TMEM147 complex	Q15155;Q969V3;Q9BVK8	NOMO1;NCLN;TMEM147
7866	NDFIP1-NDFIP2 complex	Q9BT67;Q9NV92	NDFIP1;NDFIP2
7867	CFAP410-NEK1-SPATA7 complex	O43822;Q96PY6;Q9P0W8	CFAP410;NEK1;SPATA7
7868	MMP9-NEU1-TLR7 complex	P14780;Q99519;Q9NYK1	MMP9;NEU1;TLR7
7870	NGRN complex	O95900;Q6P087;Q96CM3;Q96I51;Q9NPE2;Q9NYY8	TRUB2;RPUSD3;RPUSD4;RCC1L;NGRN;FASTKD2
7871	NFE4-TFCP2 complex	Q12800;Q86UQ8	TFCP2;NFE4
7872	LYRM4-NFS1 complex	Q9HD34;Q9Y697	LYRM4;NFS1
7873	EPM2A-NHLRC1 complex	O95278;Q6VVB1	EPM2A;NHLRC1
7874	H/ACA ribonucleoprotein complex	O60832;Q9NPE3;Q9NX24;Q9NY12	DKC1;NOP10;NHP2;GAR1
7875	AUNIP-AURKA-NIN complex	O14965;Q8N4C6;Q9H7T9	AURKA;NIN;AUNIP
7876	NISCH-STK11 complex	Q15831;Q9Y2I1	STK11;NISCH
7878	CHD7-NLK-PPARG-SETDB1 complex	P37231;Q15047;Q9P2D1;Q9UBE8	PPARG;SETDB1;CHD7;NLK
7879	NLRP3-NLRC4 inflammasome	P29466;Q14790;Q96P20;Q9NPP4;Q9ULZ3	CASP1;CASP8;NLRP3;NLRC4;PYCARD
7880	DHX9-NLRP9-PYCARD complex	Q08211;Q7RTR0;Q9ULZ3	DHX9;NLRP9;PYCARD
7881	NMD3-RAN-XPO1 complex	F5H018;O14980;Q96D46	RAN;XPO1;NMD3
7882	BSG-JUP-NME1 complex	P14923;P15531;P35613	JUP;NME1;BSG
7883	MIF-NME1 complex	P14174;P15531	MIF;NME1
7884	ANP32A-APEX1-HMG2-NME1-SET complex	P15531;P26583;P27695;P39687;Q01105	NME1;HMGB2;APEX1;ANP32A;SET
7885	NLRP1-NOD2 inflammasome	P29466;Q9C000;Q9HC29	CASP1;NLRP1;NOD2
7886	NOX1-NOXA1-NOXO1-RAC1 complex	P63000;Q86UR1;Q8NFA2;Q9Y5S8	RAC1;NOXA1;NOXO1;NOX1
7887	NLRP6 inflammasome	P29466;P59044;Q9ULZ3	CASP1;NLRP6;PYCARD
7888	NLRP7 inflammasome	P29466;Q8WX94;Q9ULZ3	CASP1;NLRP7;PYCARD
7889	AIM2 inflammasome	O14862;P29466;Q9ULZ3	AIM2;CASP1;PYCARD
7890	HRAS-IRAK1-IRAK2-TRAF6 complex	O43187;P01112;P51617;Q9Y4K3	IRAK2;HRAS;IRAK1;TRAF6
7892	AIM2 inflammasome (CASP8)	O14862;Q14790;Q9ULZ3	AIM2;CASP8;PYCARD
7893	DDX58-PYCARD complex	O95786;Q9ULZ3	DDX58;PYCARD
7894	MECOM-CEBPB complex	P17676;Q03112	CEBPB;MECOM
7895	MECOM-SUV39H1 complex	O43463;Q03112	SUV39H1;MECOM
7896	EHMT2-MECOM complex	Q03112;Q96KQ7	MECOM;EHMT2
7897	IFI16 inflammasome	P29466;Q16666;Q9ULZ3	CASP1;IFI16;PYCARD
7898	"NADPH oxidase, cytosolic subcomplex"	P14598;P19878;Q15080	NCF1;NCF2;NCF4
7899	NADPH oxidase	P04839;P13498;P14598;P19878	CYBB;CYBA;NCF1;NCF2
7900	NEK7-NLRP3 inflammasome	P29466;Q8TDX7;Q96P20;Q9ULZ3	CASP1;NEK7;NLRP3;PYCARD
7901	DPP9-NLRP1 complex	Q86TI2;Q9C000	DPP9;NLRP1
7902	BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex	O95999;Q14790;Q9H257;Q9UDY8;Q9ULZ3	BCL10;CASP8;CARD9;MALT1;PYCARD
7903	MALT1-ASC-CASP8 inflammasome	Q14790;Q9UDY8;Q9ULZ3	CASP8;MALT1;PYCARD
7904	IQGAP1-NLRC3 complex	P46940;Q7RTR2	IQGAP1;NLRC3
7905	NAIP-NLRC4 inflammasome	P29466;Q13075;Q9NPP4	CASP1;NAIP;NLRC4
7909	NLRP12 inflammasome	P29466;P59046;Q9ULZ3	CASP1;NLRP12;PYCARD
7910	BAG2-HSPA2-NLRP14 complex	O95816;P54652;Q86W24	BAG2;HSPA2;NLRP14
7911	NADPH oxidase	P04839;P13498;P14598;P19878;P63000;Q15080	CYBB;CYBA;NCF1;NCF2;RAC1;NCF4
7913	NONO-NR5A1 complex	Q13285;Q15233	NR5A1;NONO
7914	NONO-SFPQ complex	P23246;Q15233	SFPQ;NONO
7915	NONO-NR5A1-SFPQ complex	P23246;Q13285;Q15233	SFPQ;NR5A1;NONO
7916	ILF3-NR5A2-PPARA-PRMT1 complex	O00482;Q07869;Q12906;Q99873	NR5A2;PPARA;ILF3;PRMT1
7919	ILF3-NR5A2-SERBP1 complex	O00482;Q12906;Q8NC51	NR5A2;ILF3;SERBP1
7920	IGFBP3-NONO-SFPQ complex	P17936;P23246;Q15233	IGFBP3;SFPQ;NONO
7924	ACE2-TMPRSS2 complex	O15393;Q9BYF1	TMPRSS2;ACE2
7925	ACE2-SLC6A19 complex	Q695T7;Q9BYF1	SLC6A19;ACE2
7926	AGTR2-MAS1 complex	P04201;P50052	MAS1;AGTR2
7927	AGTR1-AGTR2 complex	P30556;P50052	AGTR1;AGTR2
7928	BDKRB2-MAS1 receptor	P04201;P30411	MAS1;BDKRB2
7930	RAB8A-SYTL4 complex	P61006;Q96C24	RAB8A;SYTL4
7932	ERBB3-ITGA6-ITGB4-NRG1 complex	P16144;P21860;P23229;Q02297	ITGB4;ERBB3;ITGA6;NRG1
7933	ERBB3-ITGAV-ITGB3-NRG1 complex	P05106;P06756;P21860;Q02297	ITGB3;ITGAV;ERBB3;NRG1
7934	GTF2I-PARP1-SFPQ complex	P09874;P23246;P78347	PARP1;SFPQ;GTF2I
7935	Renin-PRR complex	O75787;P00797	ATP6AP2;REN
7936	PSO4 complex	O43660;O75934;Q99459;Q9UMS4	PLRG1;BCAS2;CDC5L;PRPF19
7937	PSO4-WRN complex	O43660;O75934;Q14191;Q99459;Q9UMS4	PLRG1;BCAS2;WRN;CDC5L;PRPF19
7938	CDC5L-PRP19 complex	O43660;O75934;P11142;Q8WYA6;Q99459;Q9P013;Q9UMS4	PLRG1;BCAS2;HSPA8;CTNNBL1;CDC5L;CWC15;PRPF19
7939	CDC5L-PRP19 core complex	O43660;O75934;Q99459;Q9UMS4	PLRG1;BCAS2;CDC5L;PRPF19
7940	INSIG2-RNF139 complex	Q8WU17;Q9Y5U4	RNF139;INSIG2
7942	TM4SF5-HDAC6-SLAC2B complex	O14894;Q8NEV8;Q9UBN7	TM4SF5;EXPH5;HDAC6
7943	TM4SF5-ITGA5-EGFR complex	O14894;P00533;P08648	TM4SF5;EGFR;ITGA5
7944	TM4SF5-mTOR-SLC38A9 complex	O14894;P42345;Q8NBW4	TM4SF5;MTOR;SLC38A9
7945	ITGA3-ITGB1-CD151 complex	P05556;P26006;P48509	ITGB1;ITGA3;CD151
7946	SIX3-LSD1-NuRD(MTA3) Complex	O60341;O95343;O95983;Q09028;Q13547;Q16576;Q92769;Q9BTC8;Q9UBB5	KDM1A;SIX3;MBD3;RBBP4;HDAC1;RBBP7;HDAC2;MTA3;MBD2
7947	MBD3-NuRD complex	O14519;O94776;O95983;Q09028;Q12873;Q13547;Q14839;Q16576;Q86UK7;Q86YP4;Q8WXI9;Q92769;Q9ULU4	CDK2AP1;MTA2;MBD3;RBBP4;CHD3;HDAC1;CHD4;RBBP7;ZNF598;GATAD2A;GATAD2B;HDAC2;ZMYND8
7949	USH1G-USH2A-WHRN complex	O75445;Q495M9;Q9P202	USH2A;USH1G;WHRN
7950	NFKB2(p49)-RELA-SP1 complex	P08047;Q00653-3;Q04206	SP1;NFKB2;RELA
7952	IRF8-SPI1-STAT1 complex	P17947;P42224;Q02556	SPI1;STAT1;IRF8
7953	IRF1-STAT1 complex	P10914;P42224	IRF1;STAT1
7954	BIF1-UVRAG-Beclin1 complex	Q14457;Q9P2Y5;Q9Y371	BECN1;UVRAG;SH3GLB1
7955	CREBBP-EP300-HDAC1-SP1-SP3 complex	P08047;Q02447;Q09472;Q13547;Q92793	SP1;SP3;EP300;HDAC1;CREBBP
7956	NRIP1-YWHAH complex	P48552;Q04917	NRIP1;YWHAH
7957	CASP8-CASP10-FADD-FLIP(S)-RIPK1 complex	O15519-2;Q13158;Q13546;Q14790;Q92851	CFLAR;FADD;RIPK1;CASP8;CASP10
7958	Pyrin inflammasome	O15553;P29466;Q9ULZ3	MEFV;CASP1;PYCARD
7960	ER membrane protein complex (EMC8)	O43402;Q15006;Q5J8M3;Q5UCC4;Q8N4V1;Q8N766;Q9BV81;Q9NPA0;Q9P0I2	EMC8;EMC2;EMC4;EMC10;MMGT1;EMC1;EMC6;EMC7;EMC3
7961	ER membrane protein complex (EMC9)	Q15006;Q5J8M3;Q5UCC4;Q8N4V1;Q8N766;Q9BV81;Q9NPA0;Q9P0I2;Q9Y3B6	EMC2;EMC4;EMC10;MMGT1;EMC1;EMC6;EMC7;EMC3;EMC9
7962	SMC5-6-NSMCE4A complex	Q8IY18;Q8WV22;Q96MF7;Q96MG7;Q96SB8;Q9NXX6	SMC5;NSMCE1;NSMCE2;NSMCE3;SMC6;NSMCE4A
7963	SMC5-6-EID3 complex	Q8IY18;Q8N140;Q8WV22;Q96MF7;Q96MG7;Q96SB8	SMC5;EID3;NSMCE1;NSMCE2;NSMCE3;SMC6
7964	NUBP1-NUBP2 complex	P53384;Q9Y5Y2	NUBP1;NUBP2
7965	DCTN1-DYNC1I1-NUDC-PLK1 complex	O14576;P53350;Q14203;Q9Y266	DYNC1I1;PLK1;DCTN1;NUDC
7966	ALYREF-NXF1-RBM8A-UPF3A complex	Q86V81;Q9H1J1;Q9UBU9;Q9Y5S9	ALYREF;UPF3A;NXF1;RBM8A
7967	ALYREF-NXF1-RBM8A-UPF3B complex	Q86V81;Q9BZI7;Q9UBU9;Q9Y5S9	ALYREF;UPF3B;NXF1;RBM8A
7968	NXF1-NXT1 complex	Q9UBU9;Q9UKK6	NXF1;NXT1
